Filename,Label,Contrast_0,Dissimilarity_0,Homogeneity_0,Energy_0,Correlation_0,ASM_0,Entropy_0,Contrast_45,Dissimilarity_45,Homogeneity_45,Energy_45,Correlation_45,ASM_45,Entropy_45,Contrast_90,Dissimilarity_90,Homogeneity_90,Energy_90,Correlation_90,ASM_90,Entropy_90,Contrast_135,Dissimilarity_135,Homogeneity_135,Energy_135,Correlation_135,ASM_135,Entropy_135
20211231_155945 (Custom).jpg,Healthy,989.12109375,3.87890625,0.9847888368690986,0.7064635449312213,0.9686962719715102,0.49909074031678774,0.7575547865660145,1505.0,5.901960784313725,0.9768554116814812,0.7007431879479219,0.9524109033383761,0.49104101545541656,0.7891444657769904,1256.07421875,4.92578125,0.9806835078468612,0.703330220552494,0.9602848142267675,0.4946733991424197,0.7745637621685955,1731.0,6.788235294117647,0.9733798788177037,0.6983826983435322,0.945264633673574,0.4877383933455931,0.8018464514545001
20211231_160455 (Custom).jpg,Healthy,663.3984375,2.6015625,0.9897979510119028,0.7052950281881142,0.9792832123207248,0.49744107678687277,0.7424392571791902,740.0,2.901960784313726,0.9886199366407283,0.7043658571137894,0.9768984525115979,0.49613126066764324,0.7479130843501307,748.06640625,2.93359375,0.9884958877026113,0.7042389434817662,0.976649361328946,0.4959524895163143,0.748523799008805,1156.0,4.533333333333333,0.9822224956171377,0.6999430411234077,0.963911636626226,0.4899202608170844,0.7748720980294292
20211231_130115 (Custom).jpg,Healthy,931.34765625,3.65234375,0.9856773035977916,0.7028306688140307,0.9708831302681264,0.4939709490255776,0.7599514394560731,1596.0000000000002,6.258823529411766,0.9754559714575709,0.6956064687652004,0.9501322196122196,0.4838683593879917,0.8003517358272184,922.3828125,3.6171875,0.9858151691246579,0.7028362092625162,0.9711707927734105,0.49397873705050344,0.7594972149788484,717.0,2.811764705882353,0.9889736413127057,0.7049165310706812,0.9775969059045285,0.4969073157767227,0.7458937008631278
20211231_125032 (Custom).jpg,Healthy,373.53515625,1.46484375,0.9942556030472426,0.710149553459135,0.9882759893907099,0.5043123882782088,0.718397747248115,746.0,2.925490196078431,0.9885276658567341,0.706230667108422,0.9765818073762079,0.4987617551644068,0.7455551194673489,557.8125,2.1875,0.991421700550549,0.7084100601296993,0.9824804955958628,0.5018448132929643,0.7320330539198583,506.0,1.984313725490196,0.992218497216498,0.7087888108834082,0.9841158103650954,0.5023815784335158,0.7284689356613692
20211231_155526 (Custom).jpg,Healthy,1326.796875,5.203125,0.9795959020238059,0.7022679163780877,0.9580873396578752,0.4931802263740208,0.7792512865281791,1764.0,6.91764705882353,0.9728723895057363,0.6978449970826929,0.9442521617242601,0.48698763995334365,0.8039413882851124,1128.57421875,4.42578125,0.9826442620067357,0.7044896316740112,0.9643349915591676,0.49630564113618403,0.7670499461680982,1745.0,6.843137254901961,0.9731645803217175,0.6980412249263579,0.9448529053822349,0.48726155169669016,0.8029005964472431
20211231_161648 (Custom).jpg,Healthy,781.93359375,3.06640625,0.9879750623788945,0.7052058598910884,0.9754991437885515,0.4973153048247294,0.7489226549534714,1688.0,6.6196078431372545,0.9740411527696613,0.6958582552309764,0.947075510440347,0.4842187113730988,0.8037594295962336,1264.04296875,4.95703125,0.980560960711869,0.7003717557190985,0.9603616912891008,0.49052059620905264,0.7791914743441105,1207.0,4.733333333333333,0.981438193953188,0.700919863792586,0.9621563180995426,0.49128865545901734,0.7758180767343209
20211231_160959 (Custom).jpg,Healthy,576.73828125,2.26171875,0.9911306511049427,0.7055895471080138,0.982022014740036,0.49785660898809203,0.7371646374160119,725.0,2.8431372549019605,0.9888506136007136,0.7039571575887135,0.9774034721680452,0.49555567972038084,0.7476965872324179,844.6875,3.3125,0.9870100036908314,0.7028451146884166,0.9736607243540609,0.4939912552413735,0.7555577871220645,1208.0,4.737254901960784,0.9814228154891889,0.6988181544098799,0.9623496441059681,0.48834681293283083,0.7788781518600386
20211231_155406 (Custom).jpg,Healthy,1267.03125,4.96875,0.980515005536247,0.7005799450642392,0.9602407572170066,0.4908122594262123,0.7790262930595395,1448.0,5.67843137254902,0.9777319841294252,0.6985734949211028,0.9545750061052671,0.488004927806284,0.7898532110175132,840.703125,3.296875,0.9870712772583274,0.7048653290847049,0.973636134270637,0.49683513214568925,0.7524560659624829,1530.0,6.0,0.9764709500815059,0.697711708229738,0.9520025962300129,0.4868016278008591,0.7945736882180965
20211231_161319 (Custom).jpg,Healthy,1085.7421875,4.2578125,0.9833029528573186,0.7026898864353479,0.965910541233014,0.49377307649852215,0.7676367829096581,1533.0,6.011764705882353,0.9764248146895087,0.698037490874283,0.9518595132747045,0.4872563386660647,0.7942307121709556,1150.48828125,4.51171875,0.9823072573855073,0.7020007467788134,0.963878167383008,0.49280504847801176,0.7716614587508935,1570.0,6.156862745098039,0.9758558115215453,0.697650833060577,0.9506973878437115,0.486716684870117,0.7963340771103942
20211231_160312 (Custom).jpg,Healthy,1247.109375,4.890625,0.9808213733737274,0.6955119011054869,0.9614456921976862,0.4837368045793685,0.7853733557715334,978.0,3.835294117647059,0.9849598622089626,0.6982658036624935,0.969774828485699,0.4875751325644278,0.7687707941899573,1324.8046875,5.1953125,0.9796265388075539,0.6945885766825807,0.9590549340557385,0.4824532908579332,0.7901732100373993,2121.0,8.31764705882353,0.9673822778580876,0.686173411568043,0.9344504582423799,0.4708339507429269,0.8344050937902386
20211231_155455 (Custom).jpg,Healthy,1496.1328125000002,5.867187500000001,0.9769917754052226,0.6957473968127721,0.9533726190464278,0.484064440171749,0.7959616733106751,1725.0,6.764705882352942,0.9734721496016978,0.6933304455570738,0.9462412197925334,0.4807071067363705,0.808880800589143,1150.48828125,4.51171875,0.9823072573855074,0.6995526100807972,0.9641294435801944,0.4893738542708559,0.7751751149691997,2037.0,7.988235294117647,0.968674068834005,0.6900601661494391,0.9365183447636438,0.4761830329061916,0.8257153502162811
20211231_160723 (Custom).jpg,Healthy,446.25,1.75,0.9931373604404392,0.7048912790100775,0.9861725360445308,0.49687171522446294,0.7304566176292691,696.0000000000001,2.729411764705883,0.9892965890566852,0.7020475263477965,0.9784436905266026,0.49287072925106007,0.7488559857217816,686.3085937500001,2.6914062500000004,0.9894456279988005,0.702192216677602,0.9787413964297825,0.4930739091626043,0.7481227815027953,835.0,3.2745098039215685,0.9871589825608218,0.7005602754391231,0.9741385563399076,0.49078469952334003,0.7583201054315439
20211231_160435 (Custom).jpg,Healthy,701.2500000000001,2.7500000000000004,0.9892158521206902,0.706424299647717,0.9780045148150891,0.49903529113276757,0.7428806662413605,1039.0,4.074509803921568,0.9840217759050226,0.7026097396670421,0.9674318470214193,0.49366044627498873,0.7655254389363508,772.96875,3.03125,0.9881129279057608,0.7053825134600368,0.9757743880623303,0.49756449029519895,0.7481986168443681,913.0,3.5803921568627453,0.9859594623688985,0.7039460162545333,0.9713814016655973,0.49553999380062774,0.7574357260074024
20211231_125350 (Custom).jpg,Healthy,539.8828125,2.1171875,0.9916974316042814,0.7094450497877623,0.9830020907637438,0.5033122786683606,0.7295062815380071,1006.0,3.9450980392156865,0.9845292652169901,0.7043271260677704,0.9683420581804685,0.4960767005148849,0.7614619764312687,771.97265625,3.02734375,0.9881282462976348,0.7067422203915092,0.9757113048400998,0.4994845660839206,0.7461893467591957,876.0,3.4352941176470586,0.9865284655368622,0.7057039523810572,0.9724330446979029,0.4980180684062454,0.753045168669858
